Date of Accident,Aircraft Type,Aircraft Registration,Operator,Deaths,Location,Country,Category,Year
1937-05-29,ford 4-at-b tri-motor,NC8404,private,0.0,"belleville, il",usa,a1,1937
1937-05-31,handley page hp.42e,G-AAXE,imperial airways,0.0,karachi,pakistan,o1,1937
1937-06-02,sikorsky s-43,No. 2,chilean af,9.0,near ancud,chile,a1,1937
1937-06-16,junkers ju-52/3msai,ZS-AKY,south african airways,1.0,johannesburg/ger...,south africa,a1,1937
1937-07-26,junkers ju-52/3m,22-66,hisma,0.0,not reported,spain,a1,1937
1937-07-28,douglas dc-2-115l,PH-ALF,klm,15.0,near beert,belgium,a1,1937
1937-08-01,junkers ju-52/3m,XVIII,eurasia,0.0,kunming,china,a1,1937
1937-08-02,sikorsky s-43b,NC15065,panagra,14.0,near cristã³bal,panama,a1,1937
1937-08-02,savoia-marchetti s.73,I-SUSA,ala littoria,9.0,wadi halfa airpo...,sudan,a1,1937
1937-08-06,douglas dc-2-152,URSS-M25,"aeroflot, international",6.0,"near herina, bistrita...",romania,a1,1937
1937-08-08,sikorsky s-43w,NC16930,cnac,3.0,"chilang point, b...",china,a1,1937
1937-08-10,douglas dc-2-112,NC13739,eastern air lines,4.0,daytona beach mu...,usa,a1,1937
1937-08-14,junkers ju-52/3m,22-51,hisma,0.0,not reported,spain,u1,1937
1937-08-21,ford 5-at-c tri-motor,NR9648,republic oil co.,0.0,"fairbanks, ak",usa,a1,1937
1937-08-23,douglas dc-2-118a,NC14298,panagra,3.0,"near san luis, sl",argentina,a1,1937
1937-09-14,junkers ju-52/3m,22-61,hisma,0.0,sariã±ena (huesca),spain,c1,1937
1937-09-27,curtiss t-32c condor ii,NC12364,private,0.0,new york-floyd b...,usa,o1,1937
1937-09-27,curtiss at-32b condor ii,NC12394,american airlines,0.0,new york-floyd b...,usa,o1,1937
1937-09-27,curtiss at-32d condor ii,NC12397,american airlines,0.0,not reported,usa,o1,1937
1937-09-28,ford 5-at-b tri-motor,LG-AAE,taca guatemala,0.0,near puerto cabezas,nicaragua,a1,1937
1937-10-01,short s.23 empire flying boat mk i,G-ADVC,imperial airways,3.0,faliro bay,greece,a1,1937
1937-10-06,douglas dc-3-194b,PH-ALS,klm,4.0,palembang-talang...,indonesia,a1,1937
1937-10-15,junkers ju-52/3m,22-62,hisma,0.0,not reported,spain,u1,1937
1937-10-17,douglas dc-3a-197,NC16074,united airlines,19.0,"near knight, wy",usa,a1,1937
1937-10-25,junkers ju-52/3m,S2+PO,german af,0.0,tutow,germany,a1,1937
1937-10-27,dewoitine d.333,F-ANQA,air france,6.0,near el jadida,morocco,a1,1937
1937-11-16,junkers ju-52/3mge,OO-AUB,sabena,11.0,near stene airfield,belgium,a1,1937
1937-11-23,douglas dc-2-115d,SP-ASJ,lot,6.0,pirin mountains,bulgaria,a1,1937
1937-11-26,junkers ju-52/3mfe,D-AGAV,deutsche lufthansa,3.0,london-croydon a...,u.k.,a1,1937
1937-12-03,junkers ju-52/3mte,D-AXAT,deutsche lufthansa,1.0,mã¼nchen,germany,a1,1937
1937-12-05,short s.23 empire flying boat mk i,G-ADUZ,imperial airways,2.0,brindisi,italy,a1,1937
1937-12-08,potez 621,F-AOTZ,air france,2.0,near saint-sauveur,france,a1,1937
1937-12-15,junkers ju-52/3mce,CB-18,lab,8.0,near sorata,bolivia,a1,1937
1938-01-04,junkers ju-52/3mte,D-ABUR,deutsche lufthansa,6.0,near frankfurt,germany,a1,1938
1938-01-10,lockheed 14-h super electra,NC17388,northwest airlines,10.0,"near bozeman, mt",usa,a1,1938
1938-01-11,sikorsky s-42b,NC16734,pan am,7.0,"near pago pago, ameri...",pacific ocean,a1,1938
1938-01-13,junkers ju-52/3m,Not Reported,aviaciã³n nacional,0.0,barcelona,spain,a1,1938
1938-02-02,consolidated pby-2 catalina,0463,us navy,3.0,near san clemente isl...,usa,a1,1938
1938-02-02,consolidated pby-2 catalina,0462,us navy,7.0,near san clemente isl...,usa,a1,1938
1938-02-07,junkers ju-90v1,D-AALU,junkers,1.0,dessau,germany,a1,1938
1938-02-09,liorã©-et-olivier h.242/1,F-ANPB,air france,7.0,ãtang de berre,france,a1,1938
1938-02-13,cant z.506,I-ORIA,ala littoria,14.0,"near sardinia, italy",mediterranean sea,a1,1938
1938-02-22,junkers ju-52/3mge,D-APAR,deutsche lufthansa,3.0,near pontoise,france,a1,1938
1938-03-01,douglas dc-2-112,NC13789,twa,9.0,"near wawona, ca",usa,a1,1938
1938-03-07,potez 62,F-ANQR,air france,7.0,"datia, madhya pr...",india,a1,1938
1938-03-17,tupolev g-2,CCCP-N210,polyarnaya aviatsiya,0.0,buhkta teplits,russia,a1,1938
1938-03-23,dewoitine d.338,F-AQBB,air france,8.0,french pyrã©nã©es,france,a1,1938
1938-03-28,wm fokker f.viiib,HA-FND,malert,0.0,near nyã­regyhã¡za,hungary,a1,1938
1938-03-30,junkers ju-52/3m,I-BEZI,ala littoria,0.0,near venezia lido air...,italy,a1,1938
1938-04-25,sikorsky s-43b,NC16932,pan am,0.0,near kingston,jamaica,a1,1938
1938-04-30,savoia-marchetti s.73,I-MEDA,ala littoria,19.0,"maranola, formia",italy,a1,1938
1938-05-10,ford 5-at-c tri-motor,2,lan chile,0.0,chepiquilla airf...,chile,a1,1938
1938-05-13,ford 5-at-ds tri-motor,C-60,scadta,0.0,near quibdã³,colombia,a1,1938
1938-05-16,lockheed 14-h2 super electra,NC17394,northwest airlines,9.0,"near saugus, ca",usa,a1,1938
1938-05-22,curtiss t-32c condor ii,1,lan chile,0.0,domeyko,chile,a1,1938
1938-05-22,junkers ju-52/3mge,PP-CBC,syndicato condor,6.0,"santos airport, ...",brazil,a1,1938
1938-05-24,douglas dst-a-207a (dc-3),NC18108,united airlines,10.0,near cleveland munici...,usa,a1,1938
1938-06-19,douglas dc-2-118a,NC14272,panagra,4.0,mt mercedario,chile,a1,1938
1938-06-26,junkers ju-52/3mge,OA-HHB,deutsche lufthansa sucursal perãº,7.0,cerro chilligua,peru,a1,1938
1938-07-02,curtiss yc-30 condor ii,33-321,usaac,0.0,"maxwell field, m...",usa,a1,1938
1938-07-08,lockheed 14-h super electra,NC17383,northwest airlines,1.0,billings municip...,usa,a1,1938
1938-07-14,savoia-marchetti s-66,I-VOLO,ala littoria,20.0,"near terranova, sardi...",mediterranean sea,a1,1938
1938-07-15,douglas dc-3-228,NC18114,pan am,0.0,"morã³n, ba",argentina,a1,1938
1938-07-16,junkers ju-52/3mge,XXI,eurasia,0.0,wuhan (hankow),china,a1,1938
1938-07-22,lockheed 14-h super electra,SP-BNG,lot,14.0,"negrileasa, stul...",romania,a1,1938
1938-07-27,a.w. aw.15 atalanta,G-ABTG,imperial airways,4.0,near kisumu,kenya,a1,1938
1938-07-28,martin m-130,NC14714,pan am,15.0,"near manila, philippines",pacific ocean,a1,1938
1938-08-10,wm fokker f.viiib,HA-FNC,malert,12.0,near debrecen airport...,hungary,a1,1938
1938-08-11,ford 5-at-c tri-motor,NC8413,private,0.0,"mankato, mn",usa,o1,1938
1938-08-13,savoia-marchetti s.73,OK-BAG,csa,17.0,oberkirch,germany,a1,1938
1938-08-15,junkers ju-52/3mfe,PP-CAT,syndicato condor,9.0,guanabara bay,brazil,a1,1938
1938-08-18,lockheed 14-h super electra,SP-BNJ,lot,0.0,bucharest-baneas...,romania,a1,1938
1938-08-18,macchi m.c.94-ii,I-NILO,macchi,13.0,mornago (varese),italy,a1,1938
1938-08-20,junkers ju-52/3m,Not Reported,aviaciã³n nacional,0.0,not reported,spain,a1,1938
1938-08-24,douglas dc-2-221,32,cnac,14.0,wangmoon,china,c2,1938
1938-09-03,ford 5-at-d tri-motor,NC435H,johnson flying service,0.0,"big prairie, mt",usa,a1,1938
1938-09-07,cant z.506c,I-DENO,ala littoria,0.0,melilla,spain,a1,1938
1938-09-20,short sunderland i,L2162,raf,2.0,"angle bay, milfo...",u.k.,a1,1938
1938-09-29,junkers ju-52/3m,D-AMOK,german af,1.0,frankfurt rhein-...,germany,a1,1938
1938-10-01,junkers ju-52/3mte,D-AVFB,deutsche lufthansa,13.0,grisons (graubã¼...,switzerland,a1,1938
1938-10-01,junkers g.24,PP-CAB,syndicato condor,0.0,"coruripe, al",brazil,a1,1938
1938-10-10,sabca savoia-marchetti s.73p,OO-AGT,sabena,20.0,soest,germany,a1,1938
1938-10-18,douglas dc-2-112,NC13735,eastern air lines,0.0,near montgomery munic...,usa,a1,1938
1938-10-20,ford 4-at-b tri-motor,NC7865,private,1.0,"powellsville, nc",usa,a1,1938
1938-10-25,douglas dc-2-210,VH-UYC,ana,18.0,"mt dandenong, vic",australia,a1,1938
1938-11-04,dh.86 express,G-ACZN,jersey airways,0.0,jersey-states ai...,u.k.,a1,1938
1938-11-10,douglas dc-3,J-BDO.,japan air transport,0.0,fukuoka,japan,a1,1938
1938-11-14,douglas dc-3-194d,PH-ARY,klm,6.0,amsterdam-schiph...,netherlands,a1,1938
1938-11-18,consolidated pby-2 catalina,0482,us navy,2.0,honolulu harbour...,usa,a1,1938
1938-11-18,lockheed 14-h2 super electra,CF-TCL,tcal,2.0,"near regina airport, ...",canada,a1,1938
1938-11-22,lockheed 14-wf62 super electra,G-AFGO,british airways,2.0,"walton bay, some...",u.k.,a1,1938
1938-11-22,savoia-marchetti sm-75c,I-TUON,ala littoria,4.0,near winklern,austria,a1,1938
1938-11-25,junkers ju-52/3m,Not Reported,german af,4.0,near bayreuth,germany,a1,1938
1938-11-26,junkers ju-90v2,D-AIVI,deutsche lufthansa,12.0,bathurst (banjul),gambia,a1,1938
1938-11-27,short s.23 empire flying boat mk i,G-AETW,imperial airways,4.0,lake habbaniyah,iraq,a1,1938
1938-11-29,douglas dc-3a-191,NC16066,united airlines,5.0,"near point reyes, ca",usa,a1,1938
1938-12-02,junkers ju-52/3mte,D-ANOY,deutsche lufthansa,0.0,near vienna,austria,a1,1938
1938-12-03,dh.86 express,G-ADCN,imperial airways,0.0,bangkok,thailand,u1,1938
1938-12-06,focke-wulf fw 200,D-ACON,deutsche lufthansa,0.0,near manila,philippines,a1,1938
1938-12-08,nakajima/douglas dc-2,J-BBOH,imperial japanese airways,10.0,near kerama islands,japan,a1,1938
1938-12-09,lockheed 14-wf62 super electra,PH-APE,klm,4.0,near amsterdam-schiph...,netherlands,a1,1938
1938-12-10,lockheed 14-wg3b super electra,J-BDOB,imperial japanese airways,0.0,tsingtao (quingd...,china,a1,1938
1938-12-11,junkers ju-52/3mge,HC-SAB,sedta,0.0,quito-cotocollao...,ecuador,a1,1938
1939-01-07,douglas dc-2-115b,HB-ITA,swissair,5.0,near senlis,france,a1,1939
1939-01-13,lockheed 14-h super electra,NC17389,northwest airlines,4.0,miles city munic...,usa,a1,1939
1939-01-13,junkers ju-52/3mge,PP-CAY,syndicato condor,10.0,"rio bonito, rj",brazil,a1,1939
1939-01-13,fokker f.xviii,VQ-PAF,commercial aviation company,0.0,lydda airport (tlv),israel,a1,1939
1939-01-17,ford 5-at-.  tri-motor,C-63,scadta,4.0,near sumapaz,colombia,a1,1939
1939-01-18,lockheed 14-h super electra,VH-ABI,guinea airways,4.0,near katherine-tindal...,australia,a1,1939
1939-01-21,short s.23 empire flying boat mk ii,G-ADUU,imperial airways,3.0,"near port washington,...",atlantic ocean,a1,1939
1939-01-24,junkers ju-52/3m,Not Reported,german af,5.0,near arrens,france,a1,1939
1939-01-27,potez 62,F-ANPJ,air france,6.0,near kã¶ln-butzweiler...,germany,a1,1939
1939-02-06,fokker f.xviii,BF,spanish republican af,0.0,vilajuã¯ga airfield,spain,o1,1939
1939-02-13,junkers ju-52/3m,Not Reported,aviaciã³n nacional,0.0,near cartagena,spain,a1,1939
1939-02-19,sikorsky s-42a,NC15376,pan am,0.0,san juan harbor,puerto rico,a2,1939
1939-02-24,junkers ju-52/3mge,D-ALUS,reichsluftfahrtministerium,12.0,"termes ribi, com...",france,a1,1939
1939-03-02,ford 6-at-as tri-motor,CF-BEP,yukon southern air transport,0.0,"vancouver, bc",canada,o1,1939
1939-03-05,junkers ju-52/3m,Not Reported,aviaciã³n nacional,0.0,not reported,spain,a1,1939
1939-03-12,junkers ju-52/3mge,XXIII,eurasia,4.0,near weining,china,a1,1939
1939-03-12,short s.23 empire flying boat mk i,G-ADUY,"imperial airways, op.for qantas empire airways",0.0,"tandjong, batavi...",indonesia,a1,1939
1939-03-14,junkers ju-52/3mge,OO-AUA,sabena,3.0,sint-stevens-woluwe,belgium,a1,1939
1939-03-18,boeing s.307 stratoliner,NX19901,boeing,10.0,"near alder, wa",usa,a1,1939
1939-03-26,douglas dc-2-112,NC13727,braniff airways,8.0,oklahoma city mu...,usa,a1,1939
1939-03-29,junkers ju-52/3mge,M-CABD,iberia,0.0,"cabezabellosa, c...",spain,a1,1939
1939-04-15,ford 5-at-c tri-motor,NC8411,south american gulf oil co.,2.0,"near el carmen, santa...",colombia,a1,1939
1939-04-24,junkers ju-52/3m,Not Reported,german af,0.0,groãer arbersee,germany,a1,1939
1939-04-29,junkers ju-52/3m,Not Reported,german af,5.0,near bollstadt/amerdi...,germany,a1,1939
1939-05-01,short s.23 empire flying boat mk i,G-ADVD,imperial airways,2.0,"lumbo lagoon, il...",mozambique,a1,1939
1939-05-02,dewoitine d.338,F-ARIC,air france,9.0,near argana,morocco,a1,1939
1939-05-03,consolidated pby-4 catalina,1234,us navy,0.0,san diego-north ...,usa,a1,1939
1939-05-06,junkers ju-52/3m,XVII,eurasia,0.0,hanchung (hanzho...,china,c1,1939
1939-05-17,lockheed 14-wg3b super electra,J-BCOZ,imperial japanese airways,6.0,fukuoka dai-1 ai...,japan,a1,1939
1939-06-01,a.w. aw.15 atalanta,G-ABTH,imperial airways,0.0,alexandria,egypt,a1,1939
1939-06-05,short sunderland i,L5801,raf,4.0,johore straits,singapore,a1,1939
1939-06-06,douglas dc-2-115e,PH-AKN,klm,0.0,amsterdam-schiph...,netherlands,a2,1939
1939-06-12,short s.23 empire flying boat mk i,G-ADVE,imperial airways,0.0,calcutta,india,a1,1939
1939-06-19,short s.30 empire flying boat,G-AFCW,imperial airways,0.0,hythe,atlantic ocean,o1,1939
1939-07-29,dh.86a express,L7596,raf,0.0,kirby-in-furness...,u.k.,a1,1939
1939-08-03,junkers ju-52/3mte,D-ANJH,deutsche lufthansa,0.0,rangoon-mingalad...,myanmar,u1,1939
1939-08-04,junkers ju-52/3mte,D-AUJG,deutsche lufthansa,7.0,tivissa,spain,a1,1939
1939-08-11,lockheed 14-wf62 super electra,G-AFGN,imperial airways,0.0,"saint-sauveur, l...",france,a1,1939
1939-08-13,sikorsky s-43b,NC16933,pan am,14.0,near rio de janeiro-s...,brazil,a1,1939
1939-08-24,savoia-marchetti sm-75,I-LOVE,ala littoria,0.0,not reported,italy,a1,1939
1939-08-24,junkers f.24kay (g.24),D-ULIS,deutsche lufthansa,2.0,glindow,germany,a1,1939
1939-08-30,junkers ju-52/3mte,D-AFOP,deutsche lufthansa,7.0,near hannover,germany,a1,1939
1939-08-31,junkers ju-52/3m,Not Reported,german af,4.0,hunding/zueding,germany,a1,1939
1939-09-05,vickers valentia,K2345,raf,0.0,catterick raf st...,u.k.,a1,1939
1939-09-05,junkers ju-52/3m,WL-AGZG,german af,9.0,wilhelmshaven-reede,germany,c1,1939
1939-09-10,short sunderland i,N6135,raf,0.0,pembroke dock ra...,u.k.,a1,1939
1939-09-13,junkers ju-52/3m,2D+PH,german af,0.0,near zinnitz,germany,a1,1939
1939-09-18,short sunderland i,L2165,raf,10.0,milford haven in...,u.k.,a1,1939
1939-09-22,junkers ju-52/3m,Not Reported,german af,13.0,"near groãjena, naumb...",germany,a1,1939
1939-09-25,junkers ju-52/3m,G6+CZ,german af,0.0,warsaw,poland,c1,1939
1939-09-28,douglas dc-2-210,VH-UYB,ana,0.0,sydney-mascot ai...,australia,a2,1939
1939-10-09,junkers ju-52/3mg4c,G6+KO,german af,7.0,"thomasdorf, near...",germany,a1,1939
1939-10-10,junkers ju-52/3m,Not Reported,german af,0.0,near wangerooge [nort...,germany,a1,1939
1939-10-13,short sunderland i,N9045,raf,0.0,isles of scilly,u.k.,a1,1939
1939-10-13,caproni ca.133,I-DIRE,ala littoria,0.0,gabode,djibouti,a1,1939
1939-10-15,short sunderland i,N9030,raf,4.0,"plymouth sound, ...",u.k.,a1,1939
1939-10-17,savoia-marchetti s.73,I-IESI ?,ala littoria,15.0,near olã­as,spain,a1,1939
1939-11-07,handley page hp.42w,G-AAXD,imperial airways,0.0,"tiverton, devon",u.k.,a1,1939
1939-11-10,junkers ju-52/3m,22-104,spanish af,7.0,near lastras de cuell...,spain,a1,1939
1939-11-15,junkers ju-52/3mge,T-166,argentine af,0.0,"el palomar, ba",argentina,a2,1939
1939-11-17,junkers ju-52/3m,22-94,spanish af,10.0,near cap juby,morocco,a1,1939
1939-12-04,junkers ju-52/3mlu,I-BAUS,ala littoria,5.0,"near arbersee, bayeri...",germany,a1,1939
1939-12-18,junkers ju-52/3m,M-CABA,iberia,10.0,near europa point [st...,gibraltar,a1,1939
1939-12-21,lockheed 14-wf62 super electra,G-AFYU,british airways,5.0,near alexandria,mediterranean sea,a1,1939
1940-01-15,lockheed 14-wf62 super electra,G-AFMO,british airways,0.0,heston airport,u.k.,a1,1940
1940-01-22,lockheed 14-wf62 super electra,PK-AFO,knilm,8.0,near denpasar-ngurah ...,indonesia,a1,1940
1940-01-30,ford 4-at-e tri-motor,NC5092,white pass airways,0.0,"carcross, yt",canada,a1,1940
1940-02-05,nakajima/douglas dc-2,J-BBOT,imperial japanese airways,0.0,"diaoyu dao, senk...",japan,a1,1940
1940-02-10,savoia-marchetti sm-75,I-LEAL,ala littoria,10.0,aiello calabro,italy,a1,1940
1940-02-20,ford 5-at-.  tri-motor,AN-AA.,taca de nicaragua,0.0,near prinzapolka,nicaragua,a1,1940
1940-02-25,ford 5-at-c tri-motor,TI-33,taca,0.0,san isidro,costa rica,a1,1940
1940-03-01,handley page hp.42e,G-AAGX,imperial airways,8.0,"near dibba, oman [gul...",indian ocean,a1,1940
1940-03-03,bloch 220,F-AOHA,air france,3.0,near orange,france,a1,1940
1940-03-05,ford 5-at-b tri-motor,XA-BCW,mexicana,0.0,near san martã­n volc...,mexico,a1,1940
1940-03-15,dh.86b express,VH-UYW,private,0.0,"near kavieng, new ire...",p.n. guinea,a1,1940
1940-03-16,savoia-marchetti s.73,I-SUTO,ali,14.0,stromboli island,italy,a1,1940
1940-03-19,handley page hp.42w,G-AAXC,imperial airways,0.0,bristol-whitchur...,u.k.,o1,1940
1940-03-19,handley page hp.42w,G-AAUD,imperial airways,0.0,bristol-whitchur...,u.k.,o1,1940
1940-04-03,douglas dc-2-112,NC13786,twa,0.0,pittsburgh-alleg...,usa,a1,1940
1940-04-07,junkers ju-52/3m,Not Reported,german af,9.0,meurcourt,france,a1,1940
1940-04-09,short sunderland,L2167,raf,9.0,near sylling,norway,c1,1940
1940-04-09,junkers ju-52/3m,Not Reported,german af,8.0,"near tarm, vium church",denmark,a1,1940
1940-04-09,junkers ju-52/3m,NG+VD,german af,1.0,oslo-fornebu,norway,c1,1940
1940-04-12,junkers ju-52/3m,Not Reported,german af,2.0,einfeld,germany,a1,1940
1940-04-12,junkers ju-52/3m,Not Reported,german af,0.0,neumã¼nster,germany,a1,1940
1940-04-13,junkers ju-52/3m,1Z+FM,german af,3.0,aalborg west ai...,denmark,a2,1940
1940-04-13,junkers ju-52/3mg4e,SE+JZ,german af,0.0,"gullesfjordbotn,...",norway,a1,1940
1940-04-13,junkers ju-52/3mg4e,CN+BS,german af,0.0,"gullesfjordbotn,...",norway,a1,1940
1940-04-13,junkers ju-52/3m,NG+BU,german af,0.0,"froysjoen, berle...",norway,c1,1940
1940-04-13,junkers ju-52/3m,Not Reported,german af,0.0,"gangsoya, sogn o...",norway,a1,1940
1940-04-13,junkers ju-52/3mg4e,DB+JY,german af,0.0,"hartvikvatnet, n...",norway,a1,1940
1940-04-14,junkers ju-52/3m,1Z+..,german af,1.0,"lillehammer, opp...",norway,c1,1940
1940-04-14,junkers ju-52/3m,1Z+AT,german af,0.0,"valebu, ringebu,...",norway,a1,1940
1940-04-14,junkers ju-52/3m,1Z+GS,german af,3.0,"graberget, domba...",norway,c1,1940
1940-04-14,junkers ju-52/3m,.. + ..,german af,0.0,"river vorma, min...",norway,a1,1940
1940-04-14,junkers ju-52/3m,1Z+MN,german af,0.0,"honefoss, ringer...",norway,a1,1940
1940-04-14,junkers ju-52/3m,1Z+CC,german af,0.0,"galderud, kongsv...",norway,a1,1940
1940-04-14,junkers ju-52/3mg4e,SE+HU,german af,0.0,"sivebo, grebbestad",sweden,a2,1940
1940-04-14,junkers ju-52/3m,SE+H?,german af,3.0,"samnerã¶d, uddev...",sweden,a1,1940
1940-04-16,junkers ju-52/3mg4e,1Z+IY,german af,4.0,"kvamen, sokndal,...",norway,a1,1940
1940-04-16,junkers ju-52/3mg3e,SE+HM,german af,0.0,grums,sweden,a2,1940
1940-04-16,junkers ju-52/3m,1Z+BC,german af,0.0,"lake vã¤nern, ma...",sweden,a1,1940
1940-04-16,junkers ju-52/3m,BA+KK,german af,17.0,near tofte,norway,a1,1940
1940-04-17,junkers ju-52/3m,IZ+FT,german af,17.0,"langevannet, fos...",norway,a1,1940
1940-04-17,junkers ju-52/3m,SE+KC,german af,0.0,"arbrã¥, bollnã¤s",sweden,a2,1940
1940-04-22,lockheed 14-wf62 super electra,G-AFKD,boac,3.0,"near loch lomond, sco...",u.k.,a1,1940
1940-04-29,junkers ju-52/3m,Not Reported,german af,0.0,oslo-fornebu air...,norway,a1,1940
1940-05-02,dh.86b express,OH-IPA,finnish af,0.0,helsinki-malmi a...,finland,a1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,waalhaven,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,valkenburg,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,'s gravenzande,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,GS+AJ,german af,0.0,not reported,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,maassluis,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,AR+EB,german af,0.0,near den haag,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,H4+BJ,german af,0.0,tiel,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,G6+VK,german af,0.0,ockenburg,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,G6+MK,german af,0.0,rijksweg 13,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,G6+HK,german af,0.0,ockenburg,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,9P+BH,german af,0.0,near waalhaven,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,near den haag,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,rotterdam - den ...,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,near rotterdam,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,U4+ZK,german af,0.0,rotterdam,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,NG+VY,german af,0.0,near delft,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,den haag,netherlands,a1,1940
1940-05-10,douglas dc-3-194f,PH-AST,klm,0.0,amsterdam-schiph...,netherlands,c1,1940
1940-05-10,douglas dc-3-194f,PH-ASP,klm,0.0,amsterdam-schiph...,netherlands,c1,1940
1940-05-10,douglas dc-3-194d,PH-ARX,klm,0.0,amsterdam-schiph...,netherlands,c1,1940
1940-05-10,douglas dc-3-194b,PH-ALU,klm,0.0,amsterdam-schiph...,netherlands,c1,1940
1940-05-10,douglas dc-2-115l,PH-ALD,klm,0.0,amsterdam-schiph...,netherlands,c1,1940
1940-05-10,douglas dc-2-115e,PH-AKN,klm,0.0,amsterdam-schiph...,netherlands,c1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,loosduinen,netherlands,a1,1940
1940-05-10,douglas dc-2-115e,PH-AKO,klm,0.0,amsterdam-schiph...,netherlands,c1,1940
1940-05-10,douglas dc-2-115e,PH-AKP,klm,0.0,amsterdam-schiph...,netherlands,c1,1940
1940-05-10,douglas dc-2-115e,PH-AKK,klm,0.0,amsterdam-schiph...,netherlands,c1,1940
1940-05-10,fokker f.viiia,951,netherlands af,0.0,rotterdam-waalha...,netherlands,c1,1940
1940-05-10,junkers ju-52/3m,1Z+LU,german af,0.0,waalhaven,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,1Z+AZ,german af,3.0,near afferden,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,1Z+KX,german af,0.0,den hout,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,near leiden,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,rotterdam,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,not reported,netherlands,a1,1940
1940-05-10,junkers ju-52/3m,Not Reported,german af,0.0,berkel en rodenrijs,netherlands,a1,1940
